1.327372+0.411601j, 0.980009+1.036178j, 0.523762+1.370092j, -0.153165+1.370376j, -0.799097+1.229995j, -1.163694+0.786145j, -1.392555+0.099574j, -1.369370-0.472570j, 0.891154+1.052054j, 0.336992+1.426395j, -0.225635+1.400952j, -0.873605+1.089381j, -1.290430+0.685260j, -1.370568+0.040425j, -1.278551-0.643200j, -0.924895-1.066516j, 0.198892+1.382290j, -0.401285+1.418958j, -0.906075+1.038301j, -1.346098+0.501367j, -1.430680-0.047009j, -1.178817-0.696943j, -0.797974-1.208405j, -0.215422-1.352163j, -0.566283+1.319868j, -1.024852+1.009458j, -1.319140+0.390029j, -1.437747-0.240723j, -1.150883-0.752154j, -0.626924-1.248266j, -0.091545-1.429926j, 0.543001-1.233562j, -1.163272+0.885280j, -1.360690+0.336333j, -1.347811-0.384749j, -1.123238-0.910625j, -0.549990-1.236120j, 0.097771-1.430413j, 0.630208-1.249525j, 1.151548-0.753088j, -1.442785+0.205841j, -1.295412-0.427861j, -0.984388-1.043485j, -0.496896-1.314385j, 0.216165-1.353023j, 0.801221-1.207946j, 1.171096-0.709813j, 1.425273-0.048421j, -1.320322-0.531244j, -0.861435-1.067263j, -0.338577-1.406142j, 0.264348-1.338635j, 0.923773-1.074295j, 1.282580-0.641146j, 1.366898+0.037849j, 1.293271+0.684986j, -0.819646-1.099515j, -0.159875-1.388406j, 0.398260-1.376860j, 0.942706-0.967421j, 1.371611-0.470369j, 1.393953+0.105995j, 1.171042+0.781229j, 0.798907+1.231160j, 
-0.739662-1.189879j, -0.329306-1.468640j, 0.347257-1.252233j, 1.048477-1.054438j, 1.248268-0.622024j, 1.327511+0.196627j, 1.312145+0.739231j, 0.752172+1.061337j, -0.045746-1.479788j, 0.394459-1.356721j, 1.028227-0.847615j, 1.442815-0.456446j, 1.299053+0.156138j, 1.104570+0.922613j, 0.765172+1.223858j, -0.002740+1.313220j, 0.663095-1.366320j, 0.999491-0.869908j, 1.407086-0.181316j, 1.435808+0.267625j, 0.961705+0.870432j, 0.556580+1.408893j, 0.020253+1.358890j, -0.772712+1.172629j, 1.191354-0.875098j, 1.291688-0.132241j, 1.394106+0.551062j, 1.021236+0.911225j, 0.329036+1.332334j, -0.151200+1.501298j, -0.714836+1.094956j, -1.334418+0.685213j, 1.374620-0.141697j, 1.183270+0.647609j, 0.974506+1.141494j, 0.328142+1.263742j, -0.424331+1.412112j, -0.817439+1.187308j, -1.247142+0.507218j, -1.540830-0.009909j, 1.159253+0.598487j, 0.734794+1.261299j, 0.306323+1.413380j, -0.465074+1.242344j, -1.072007+1.091219j, -1.236635+0.551453j, -1.412103-0.249897j, -1.321876-0.703495j, 0.599793+1.164915j, 0.050032+1.519495j, -0.446153+1.284978j, -1.135296+0.845776j, -1.435027+0.476581j, -1.292961-0.242933j, -1.187180-0.948806j, -0.754888-1.184255j, -0.151709+1.384719j, -0.651438+1.363658j, -1.050336+0.781858j, -1.494427+0.193700j, -1.396313-0.266212j, -0.971458-0.963520j, -0.619219-1.395601j, 0.021225-1.315513j, 
0.472948-1.312390j, 1.028310-1.042438j, 1.301692-0.489984j, 1.405233+0.198335j, 1.219920+0.735234j, 0.688524+1.178911j, 0.112209+1.437215j, -0.475373+1.293583j, 1.113256-0.891568j, 1.389019-0.393860j, 1.345317+0.284401j, 1.127516+0.891892j, 0.645900+1.224809j, -0.047389+1.386861j, -0.621572+1.295545j, -1.077586+0.837350j, 1.435221-0.214196j, 1.354786+0.363119j, 0.994174+0.965360j, 0.534168+1.335868j, -0.116887+1.361019j, -0.775337+1.204376j, -1.175637+0.788820j, -1.377136+0.128260j, 1.348571+0.522944j, 0.939890+0.995975j, 0.359951+1.372128j, -0.218337+1.394722j, -0.832136+1.086242j, -1.285847+0.650972j, -1.390387+0.063778j, -1.280366-0.636312j, 0.892497+1.102492j, 0.246272+1.346426j, -0.387980+1.385431j, -0.889319+1.052419j, -1.313489+0.494885j, -1.441586-0.063065j, -1.194221-0.686228j, -0.805147-1.216033j, 0.178760+1.369911j, -0.517389+1.291111j, -1.024164+1.005732j, -1.305403+0.405812j, -1.425769-0.246839j, -1.191303-0.772883j, -0.664213-1.240076j, -0.106828-1.462386j, -0.582548+1.241549j, -1.138626+0.863848j, -1.366113+0.333440j, -1.342310-0.358509j, -1.131675-0.927208j, -0.604962-1.259811j, 0.068590-1.435663j, 0.620771-1.302762j, -1.159090+0.741326j, -1.440119+0.182987j, -1.322120-0.414767j, -0.993313-1.030768j, -0.515471-1.348552j, 0.158791-1.382740j, 0.787868-1.234682j, 1.172858-0.773114j, 
1.299050-0.362964j, 1.415853+0.286334j, 1.137827+0.788664j, 0.594301+1.254490j, 0.050392+1.459487j, -0.567237+1.249895j, -1.155235+0.887157j, -1.383251+0.384949j, 1.310353+0.400524j, 1.099493+0.953219j, 0.525279+1.244475j, -0.139242+1.429803j, -0.669803+1.270653j, -1.163016+0.756184j, -1.463896+0.221931j, -1.341141-0.382238j, 0.942036+1.069107j, 0.470994+1.354698j, -0.233686+1.354262j, -0.844165+1.211449j, -1.198958+0.721865j, -1.425187+0.039070j, -1.374068-0.513154j, -0.916551-1.024985j, 0.288340+1.430956j, -0.290878+1.358901j, -0.940884+1.051518j, -1.324104+0.636679j, -1.377118-0.028025j, -1.295035-0.699710j, -0.896546-1.093762j, -0.221782-1.370982j, -0.447057+1.392662j, -0.964013+0.986664j, -1.390076+0.452995j, -1.428632-0.098853j, -1.164356-0.773752j, -0.796067-1.246240j, -0.168273-1.360156j, 0.529816-1.327886j, -1.057724+0.967229j, -1.354876+0.317688j, -1.452777-0.282133j, -1.128730-0.805906j, -0.611807-1.302798j, -0.080254-1.436115j, 0.588945-1.221297j, 1.141802-0.893096j, -1.363632+0.270607j, -1.357485-0.446769j, -1.107991-0.939206j, -0.506543-1.270430j, 0.119241-1.458062j, 0.646556-1.228834j, 1.179165-0.735106j, 1.425508-0.218575j, -1.276400-0.498040j, -0.979932-1.095283j, -0.465069-1.324905j, 0.261767-1.367120j, 0.812719-1.201175j, 1.183667-0.661328j, 1.429271-0.024939j, 1.313984+0.516608j, 
1.037835+0.796873j, 0.501642+1.352806j, 0.052022+1.438168j, -0.666349+1.131902j, -1.230185+0.863382j, -1.307314+0.297404j, -1.335217-0.507966j, -1.153808-0.936885j, 0.400707+1.246489j, -0.211163+1.485148j, -0.663858+1.171036j, -1.254467+0.620777j, -1.472747+0.187072j, -1.219175-0.490581j, -0.971745-1.144506j, -0.497286-1.311896j, -0.383913+1.321871j, -0.872710+1.200234j, -1.176945+0.563442j, -1.482333-0.085040j, -1.311912-0.535571j, -0.769429-1.129504j, -0.339950-1.485344j, 0.278847-1.301814j, -1.063820+1.015974j, -1.287829+0.598478j, -1.326687-0.199913j, -1.306683-0.783225j, -0.772889-1.100234j, -0.078482-1.456913j, 0.385473-1.423739j, 0.969545-0.914257j, -1.463976+0.399872j, -1.334918-0.177281j, -1.094996-0.937953j, -0.772540-1.271920j, -0.012279-1.324188j, 0.651784-1.379155j, 0.990235-0.965555j, 1.371184-0.252449j, -1.452147-0.322120j, -0.983433-0.883864j, -0.533509-1.418188j, -0.026292-1.402923j, 0.752456-1.171695j, 1.209318-0.910583j, 1.295610-0.241913j, 1.389094+0.498394j, -1.041764-0.950552j, -0.340829-1.330792j, 0.183094-1.511061j, 0.706136-1.126405j, 1.315208-0.661875j, 1.423734-0.208862j, 1.210673+0.550454j, 1.011831+1.117410j, -0.346515-1.295652j, 0.419909-1.413179j, 0.839220-1.200842j, 1.218734-0.528414j, 1.515839+0.033306j, 1.236053+0.526889j, 0.767262+1.176851j, 0.356391+1.427308j, 
-0.019855+1.354120j, -0.826281+1.107693j, -1.229897+0.872314j, -1.266620+0.141564j, -1.371691-0.601357j, -1.048621-0.917014j, -0.302134-1.319062j, 0.193246-1.522996j, -0.742521+1.045141j, -1.359755+0.588397j, -1.402846+0.144615j, -1.146098-0.654279j, -0.970932-1.183187j, -0.339458-1.254710j, 0.463552-1.386088j, 0.843615-1.207833j, -1.240675+0.416639j, -1.525475-0.104074j, -1.167084-0.587993j, -0.685302-1.259627j, -0.302265-1.451117j, 0.459741-1.210850j, 1.112669-1.075581j, 1.244171-0.560779j, -1.369379-0.344505j, -1.264548-0.775394j, -0.586331-1.139340j, -0.000953-1.531072j, 0.441491-1.303050j, 1.138949-0.809235j, 1.466540-0.456345j, 1.280013+0.234142j, -1.092670-1.031754j, -0.657557-1.217073j, 0.179266-1.352957j, 0.698232-1.375207j, 1.040945-0.789662j, 1.494355-0.145632j, 1.421542+0.283297j, 0.935896+0.952451j, -0.516244-1.441372j, 0.120575-1.293542j, 0.915696-1.163318j, 1.196811-0.849154j, 1.328641-0.040534j, 1.446705+0.565953j, 0.986844+0.910178j, 0.298961+1.395857j, 0.214754-1.460994j, 0.854937-0.994857j, 1.413325-0.645776j, 1.359041-0.098725j, 1.213034+0.734608j, 1.001576+1.132763j, 0.259690+1.262325j, -0.430437+1.450963j, 0.852135-1.067055j, 1.346952-0.372640j, 1.531882+0.060732j, 1.123002+0.658652j, 0.757793+1.314680j, 0.299810+1.376333j, -0.532515+1.230819j, -1.051499+1.104069j, 
-1.209156+0.775964j, -1.331756-0.043961j, -1.400901-0.620621j, -0.884072-0.961374j, -0.214011-1.412747j, 0.221900-1.438996j, 0.859063-0.967815j, 1.397220-0.610821j, -1.334832+0.017702j, -1.175271-0.793744j, -0.911244-1.153880j, -0.154614-1.271629j, 0.515057-1.423256j, 0.856800-1.043623j, 1.342190-0.352620j, 1.511340+0.096730j, -1.054831-0.735562j, -0.682072-1.337974j, -0.199144-1.350249j, 0.632377-1.201663j, 1.110626-1.024448j, 1.249278-0.351465j, 1.442290+0.388342j, 1.211469+0.765757j, -0.459830-1.255264j, 0.007929-1.519846j, 0.571568-1.165626j, 1.245021-0.772405j, 1.392251-0.356666j, 1.248015+0.442099j, 1.141151+1.036170j, 0.569090+1.209151j, 0.283444-1.420590j, 0.697025-1.275648j, 1.148552-0.620171j, 1.529584-0.099419j, 1.281631+0.403229j, 0.874665+1.117146j, 0.524347+1.412395j, -0.222416+1.287565j, 0.968102-1.167164j, 1.168153-0.681857j, 1.393064+0.126916j, 1.387629+0.598883j, 0.798276+1.027909j, 0.239446+1.501875j, -0.219634+1.398800j, -0.947825+0.987282j, 1.389102-0.600310j, 1.293264+0.100503j, 1.241891+0.859815j, 0.868907+1.137091j, 0.068779+1.357553j, -0.468159+1.473530j, -0.882175+0.975787j, -1.408799+0.377721j, 1.427139+0.140682j, 1.025966+0.857806j, 0.729963+1.363558j, 0.117721+1.329718j, -0.694882+1.281831j, -1.052976+1.039163j, -1.274041+0.287612j, -1.493705-0.336755j, 
-1.358491-0.655578j, -0.722058-1.091355j, -0.176040-1.511299j, 0.299681-1.338768j, 1.025269-0.912673j, 1.386759-0.581401j, 1.272346+0.114588j, 1.209393+0.867014j, -0.788675-1.157586j, 0.021763-1.359394j, 0.531699-1.424683j, 0.940520-0.883085j, 1.434456-0.297082j, 1.406652+0.163414j, 1.003347+0.866190j, 0.684165+1.360077j, -0.030113-1.304019j, 0.759615-1.241696j, 1.086628-0.940523j, 1.294023-0.170555j, 1.457942+0.431125j, 1.037134+0.829368j, 0.409476+1.359094j, -0.019637+1.489011j, 0.736089-1.075714j, 1.309047-0.763143j, 1.317272-0.211939j, 1.250967+0.608715j, 1.071324+1.035500j, 0.354871+1.238371j, -0.312935+1.482004j, -0.715959+1.203333j, 1.285743-0.510248j, 1.500425-0.076534j, 1.154542+0.556716j, 0.844587+1.230629j, 0.392483+1.336065j, -0.439047+1.283668j, -0.974047+1.193913j, -1.188181+0.575624j, 1.454644+0.221045j, 1.266222+0.628928j, 0.638842+1.163179j, 0.189023+1.520925j, -0.386989+1.267440j, -1.118031+0.944434j, -1.359780+0.573965j, -1.309921-0.211400j, 1.226924+0.904574j, 0.683425+1.132388j, -0.080880+1.437117j, -0.519272+1.391560j, -1.034265+0.805570j, -1.504053+0.325210j, -1.366176-0.185265j, -1.031851-0.943623j, 0.653466+1.338592j, -0.103091+1.297995j, -0.800046+1.293228j, -1.074805+0.881605j, -1.388093+0.105405j, -1.482088-0.387119j, -0.976471-0.874803j, -0.465803-1.419713j, 
-0.117437-1.528597j, 0.462344-1.181920j, 1.202045-0.860235j, 1.358821-0.480466j, 1.260754+0.364982j, 1.236589+0.962957j, 0.664494+1.139340j, -0.122148+1.449524j, 0.575421-1.332048j, 1.092393-0.680233j, 1.534785-0.229402j, 1.296248+0.290879j, 0.947729+1.074292j, 0.648850+1.375196j, -0.128163+1.287741j, -0.840111+1.301680j, 1.091473-0.767504j, 1.404392+0.039894j, 1.448426+0.482821j, 0.855738+0.951369j, 0.351549+1.501267j, -0.087536+1.409725j, -0.883331+1.033443j, -1.336314+0.795478j, 1.277271+0.006419j, 1.309129+0.778102j, 0.969013+1.044110j, 0.153199+1.339535j, -0.362744+1.528652j, -0.785502+1.035775j, -1.397637+0.477359j, -1.455570+0.076870j, 1.071548+0.777254j, 0.847171+1.321504j, 0.228115+1.303200j, -0.611929+1.339805j, -0.966170+1.136158j, -1.243485+0.366618j, -1.532388-0.228002j, -1.179445-0.629021j, 0.531050+1.344370j, 0.156626+1.508244j, -0.565155+1.161991j, -1.224342+0.948972j, -1.290035+0.455911j, -1.314724-0.417860j, -1.249259-0.874060j, -0.558236-1.130192j, -0.174235+1.535115j, -0.556461+1.278638j, -1.187469+0.671446j, -1.518600+0.299099j, -1.223542-0.344687j, -1.001798-1.096737j, -0.627964-1.276480j, 0.229476-1.283938j, -0.842264+1.312705j, -1.094699+0.691928j, -1.482705-0.022701j, -1.386867-0.415982j, -0.797976-1.024261j, -0.404190-1.482227j, 0.145727-1.292776j, 0.966111-1.053107j, 
1.307856-0.868932j, 1.259650-0.329282j, 1.280975+0.585544j, 1.178022+0.965257j, 0.397211+1.183242j, -0.255581+1.539412j, -0.597383+1.239512j, -1.235298+0.591896j, 1.524602-0.200088j, 1.143534+0.472167j, 0.927257+1.225483j, 0.515296+1.288153j, -0.401371+1.277030j, -0.907077+1.288872j, -1.100706+0.631274j, -1.520251-0.107410j, 1.318733+0.503879j, 0.658756+1.121928j, 0.300993+1.546607j, -0.273667+1.245362j, -1.106635+0.998018j, -1.313886+0.701703j, -1.271895-0.165310j, -1.374636-0.803590j, 0.747255+1.045723j, -0.042355+1.452423j, -0.402101+1.455014j, -0.965175+0.827233j, -1.532404+0.419265j, -1.351797-0.051400j, -1.063646-0.928285j, -0.866434-1.290416j, -0.041346+1.253411j, -0.760807+1.376573j, -0.975254+0.958955j, -1.381404+0.136241j, -1.545253-0.280682j, -0.986684-0.779658j, -0.529676-1.442123j, -0.139254-1.416055j, -0.824809+1.072580j, -1.287384+0.924016j, -1.249046+0.206928j, -1.395294-0.615774j, -1.152491-0.886671j, -0.334117-1.256959j, 0.164071-1.571161j, 0.593672-1.132965j, -1.393775+0.572887j, -1.464226+0.220958j, -1.143536-0.604439j, -1.024771-1.220153j, -0.447216-1.230640j, 0.438567-1.360763j, 0.794328-1.283033j, 1.131929-0.516528j, -1.594111-0.116396j, -1.235509-0.504368j, -0.691436-1.243531j, -0.384290-1.500802j, 0.354699-1.189342j, 1.106867-1.072974j, 1.201267-0.646932j, 1.314001+0.265695j, 
1.353961+0.714200j, 1.026040+0.954468j, 0.178295+1.299268j, -0.283482+1.530013j, -0.731857+1.022154j, -1.399869+0.506921j, -1.450912+0.140926j, -1.110055-0.665556j, 0.919395+1.267927j, 0.290444+1.228058j, -0.575793+1.334986j, -0.896809+1.164561j, -1.207994+0.370116j, -1.560293-0.192116j, -1.196213-0.588019j, -0.630436-1.284371j, 0.241012+1.465340j, -0.525327+1.132619j, -1.211881+0.991078j, -1.246142+0.491245j, -1.334122-0.419374j, -1.298278-0.848756j, -0.588622-1.122197j, 0.058359-1.556060j, -0.482438+1.262666j, -1.175185+0.681443j, -1.513152+0.356153j, -1.215583-0.313224j, -1.063175-1.105673j, -0.697445-1.255772j, 0.200485-1.315144j, 0.749536-1.397376j, -1.038076+0.699068j, -1.501010-0.004493j, -1.404245-0.359463j, -0.819196-1.013647j, -0.488205-1.514227j, 0.085181-1.303079j, 0.942661-1.120401j, 1.223655-0.879075j, -1.277347-0.084176j, -1.419617-0.704244j, -0.911179-0.955910j, -0.157807-1.435515j, 0.218555-1.521117j, 0.825885-0.963245j, 1.446556-0.600494j, 1.358597-0.138065j, -1.126058-0.847376j, -0.948172-1.231560j, -0.153489-1.255963j, 0.576893-1.447984j, 0.847525-1.113324j, 1.314825-0.330623j, 1.562267+0.091890j, 1.089139+0.613129j, -0.640686-1.410735j, -0.235642-1.404463j, 0.641524-1.171937j, 1.164986-1.071159j, 1.211222-0.411637j, 1.419990+0.422889j, 1.252658+0.741711j, 0.494563+1.159879j, 
0.096884+1.444338j, -0.374305+1.406637j, -0.955848+0.911061j, -1.424302+0.464326j, -1.347864-0.087107j, -1.106804-0.851382j, -0.806427-1.235750j, -0.087523-1.310074j, -0.634596+1.357618j, -0.983019+0.945214j, -1.358507+0.239783j, -1.461884-0.263476j, -1.029675-0.810293j, -0.565895-1.369023j, -0.072838-1.402103j, 0.687036-1.181142j, -1.192185+0.902345j, -1.279454+0.223948j, -1.371020-0.515013j, -1.089353-0.896689j, -0.395861-1.289852j, 0.134086-1.503332j, 0.664571-1.169502j, 1.282262-0.699281j, -1.410782+0.195331j, -1.204852-0.564978j, -0.989987-1.126202j, -0.419940-1.271254j, 0.370493-1.388523j, 0.811824-1.231600j, 1.199165-0.587047j, 1.522202-0.012845j, -1.223288-0.549839j, -0.757208-1.189827j, -0.342553-1.436596j, 0.374559-1.260478j, 1.041123-1.096375j, 1.252872-0.620711j, 1.383272+0.169933j, 1.344802+0.696202j, -0.674183-1.113579j, -0.074268-1.490976j, 0.406546-1.337462j, 1.057816-0.887099j, 1.439737-0.492172j, 1.326222+0.152955j, 1.179691+0.895731j, 0.804012+1.192169j, 0.067142-1.348107j, 0.642667-1.376368j, 1.014948-0.866473j, 1.449190-0.229864j, 1.439118+0.237041j, 1.007631+0.883052j, 0.634637+1.379781j, 0.059915+1.350400j, 0.820678-1.194352j, 1.176900-0.881886j, 1.333798-0.134145j, 1.435540+0.505024j, 1.044400+0.888465j, 0.393882+1.357164j, -0.081971+1.483042j, -0.694758+1.103797j, 
-1.118859+0.887959j, -1.373314+0.282861j, -1.389832-0.353229j, -1.067256-0.881126j, -0.536861-1.299549j, 0.052186-1.410294j, 0.671542-1.201084j, 1.174352-0.802180j, -1.395783+0.186404j, -1.325599-0.479913j, -1.011530-0.992927j, -0.439054-1.315309j, 0.205702-1.407107j, 0.766083-1.171219j, 1.231308-0.675382j, 1.431859-0.101566j, -1.268699-0.567217j, -0.899880-1.099907j, -0.347031-1.358085j, 0.325498-1.355282j, 0.896392-1.107092j, 1.263080-0.594459j, 1.418632+0.054845j, 1.280525+0.636813j, -0.778753-1.148140j, -0.214284-1.404372j, 0.408960-1.320873j, 0.999059-1.002179j, 1.327462-0.492024j, 1.389715+0.160965j, 1.218668+0.773230j, 0.760609+1.191600j, -0.061929-1.392128j, 0.528123-1.306806j, 1.050461-0.901830j, 1.383472-0.354175j, 1.383986+0.249013j, 1.118874+0.873678j, 0.664575+1.277344j, 0.033352+1.406024j, 0.679700-1.252351j, 1.124544-0.837480j, 1.392110-0.215137j, 1.378746+0.391296j, 1.042916+0.935528j, 0.525742+1.342764j, -0.071135+1.427655j, -0.708928+1.215979j, 1.219091-0.740900j, 1.387117-0.119742j, 1.323440+0.536077j, 0.987299+1.036197j, 0.404946+1.351847j, -0.216571+1.434020j, -0.789153+1.168809j, -1.248867+0.689457j, 1.417744-0.020169j, 1.260605+0.632185j, 0.892452+1.146576j, 0.310471+1.378322j, -0.352407+1.380409j, -0.905379+1.119782j, -1.275636+0.580692j, -1.429729-0.039236j, 
-1.426847-0.486205j, -0.817670-0.958609j, -0.310175-1.496214j, 0.131432-1.379852j, 0.925938-1.008977j, 1.357423-0.760855j, 1.281953-0.067766j, 1.322321+0.733016j, -0.935402-1.043867j, -0.105820-1.336316j, 0.399942-1.507049j, 0.821174-0.999653j, 1.428735-0.435267j, 1.468634-0.040600j, 1.095104+0.714669j, 0.876645+1.297662j, -0.193465-1.282739j, 0.658574-1.312017j, 0.987633-1.106544j, 1.258993-0.317165j, 1.548347+0.265616j, 1.166546+0.654388j, 0.577385+1.301698j, 0.200297+1.499339j, 0.605380-1.128900j, 1.265801-0.919797j, 1.298297-0.411329j, 1.324075+0.469962j, 1.244346+0.914426j, 0.541955+1.160334j, -0.129544+1.517671j, -0.509631+1.299090j, 1.221597-0.631776j, 1.528781-0.268349j, 1.224658+0.379150j, 1.009078+1.147901j, 0.619846+1.295510j, -0.246305+1.297591j, -0.810059+1.321157j, -1.051129+0.730952j, 1.502895+0.057428j, 1.388612+0.445002j, 0.790323+1.060764j, 0.398522+1.502973j, -0.165085+1.289376j, -0.979874+1.057304j, -1.263347+0.774416j, -1.260749-0.042841j, 1.374419+0.765281j, 0.862358+1.015035j, 0.104870+1.414905j, -0.307858+1.472438j, -0.875599+0.916292j, -1.448005+0.493077j, -1.361886+0.024607j, -1.088461-0.816130j, 0.869216+1.267162j, 0.103664+1.262053j, -0.635351+1.387397j, -0.913118+1.034811j, -1.314119+0.252896j, -1.522941-0.212260j, -1.049427-0.713285j, -0.584186-1.377044j, 
-0.244332-1.563734j, 0.328031-1.182017j, 1.181917-0.920553j, 1.321236-0.632997j, 1.234499+0.282092j, 1.334569+0.906097j, 0.769758+1.045271j, -0.066567+1.455277j, 0.444224-1.420860j, 1.009997-0.716346j, 1.564367-0.326594j, 1.305261+0.140842j, 0.987879+1.032623j, 0.794276+1.343018j, -0.026181+1.243310j, -0.794869+1.376267j, 0.990235-0.888784j, 1.387094-0.014116j, 1.521831+0.366822j, 0.903019+0.847511j, 0.436372+1.515104j, 0.063029+1.413357j, -0.822352+1.052754j, -1.314428+0.925801j, 1.226144-0.108958j, 1.364841+0.726821j, 1.087386+0.942404j, 0.215855+1.289977j, -0.253657+1.594045j, -0.658632+1.075949j, -1.394020+0.542699j, -1.477089+0.237870j, 1.077449+0.700845j, 0.964034+1.298664j, 0.355924+1.234356j, -0.561441+1.359453j, -0.869051+1.258752j, -1.161980+0.432143j, -1.582351-0.142123j, -1.224255-0.490139j, 0.582969+1.320964j, 0.301347+1.521454j, -0.453840+1.154673j, -1.204669+1.043142j, -1.228136+0.594928j, -1.311409-0.361533j, -1.356349-0.789637j, -0.633910-1.036821j, -0.090373+1.578258j, -0.413396+1.337054j, -1.139174+0.714772j, -1.532859+0.435884j, -1.208949-0.206428j, -1.067525-1.067956j, -0.772414-1.216070j, 0.155931-1.252057j, -0.763625+1.413810j, -0.990404+0.777328j, -1.499125+0.045493j, -1.456400-0.281234j, -0.832149-0.936756j, -0.516806-1.499360j, -0.000077-1.272905j, 0.920770-1.079041j, 
1.239128-0.878355j, 1.288827-0.328812j, 1.307516+0.503535j, 1.152937+0.940980j, 0.450298+1.208983j, -0.192105+1.499866j, -0.616060+1.248835j, -1.208073+0.669465j, 1.482736-0.195821j, 1.198306+0.462937j, 0.947377+1.153719j, 0.505724+1.298175j, -0.327945+1.320736j, -0.867458+1.265448j, -1.138546+0.672194j, -1.485082-0.033031j, 1.307983+0.521806j, 0.737105+1.107752j, 0.319373+1.487211j, -0.274023+1.295529j, -1.038810+1.037776j, -1.304897+0.685725j, -1.316931-0.106177j, -1.356024-0.751356j, 0.765850+1.071337j, 0.046517+1.435665j, -0.405200+1.421001j, -0.968536+0.889599j, -1.466394+0.452478j, -1.372067-0.074408j, -1.118691-0.853177j, -0.848922-1.259410j, 0.009947+1.302373j, -0.683203+1.362168j, -1.001472+0.963330j, -1.378032+0.223692j, -1.506618-0.261706j, -1.040990-0.790897j, -0.583935-1.378021j, -0.124705-1.416607j, -0.768101+1.138255j, -1.234313+0.911283j, -1.297791+0.233431j, -1.397022-0.526589j, -1.135636-0.892086j, -0.414362-1.271344j, 0.116667-1.522556j, 0.610049-1.170028j, -1.329385+0.638497j, -1.452437+0.208703j, -1.209138-0.554160j, -1.022744-1.145106j, -0.458991-1.265993j, 0.355945-1.376005j, 0.791829-1.252225j, 1.151275-0.582084j, -1.542311-0.060016j, -1.256784-0.532336j, -0.759760-1.194178j, -0.370697-1.455278j, 0.330134-1.246083j, 1.032593-1.093219j, 1.224341-0.639420j, 1.336488+0.185112j, 
1.270536+0.589145j, 0.874309+1.094517j, 0.313201+1.370270j, -0.327789+1.361232j, -0.906911+1.081566j, -1.288491+0.576270j, -1.412599-0.054330j, -1.260659-0.669182j, 0.779275+1.162366j, 0.180166+1.393945j, -0.440868+1.329483j, -0.990504+0.988252j, -1.334263+0.459857j, -1.400430-0.176443j, -1.184885-0.774301j, -0.734083-1.218403j, 0.061853+1.398619j, -0.563038+1.282605j, -1.071801+0.903297j, -1.372750+0.333430j, -1.391310-0.292629j, -1.113808-0.878742j, -0.626316-1.284829j, -0.017119-1.427040j, -0.677038+1.229135j, -1.149240+0.814114j, -1.389882+0.214039j, -1.367773-0.422207j, -1.045075-0.965910j, -0.514224-1.339559j, 0.111800-1.434743j, 0.713800-1.222430j, -1.225239+0.708558j, -1.407788+0.097664j, -1.313102-0.538503j, -0.961763-1.057342j, -0.398601-1.366277j, 0.236634-1.410414j, 0.821878-1.163184j, 1.244968-0.684134j, -1.419353-0.024477j, -1.252537-0.641671j, -0.857493-1.145512j, -0.291540-1.393429j, 0.361963-1.370575j, 0.918565-1.092244j, 1.296802-0.570359j, 1.413953+0.059186j, -1.201207-0.750276j, -0.754276-1.209467j, -0.153417-1.423937j, 0.472160-1.336277j, 1.016640-1.002882j, 1.342993-0.462809j, 1.388679+0.175069j, 1.176833+0.769912j, -0.653733-1.267918j, -0.033696-1.425221j, 0.587030-1.307049j, 1.091448-0.909727j, 1.384086-0.344423j, 1.378759+0.292186j, 1.102301+0.877617j, 0.604629+1.267098j, 
0.118410+1.392424j, -0.583656+1.266912j, -1.074936+0.961240j, -1.308873+0.351525j, -1.395149-0.318643j, -1.133549-0.831524j, -0.576237-1.260149j, -0.002157-1.458245j, -0.625169+1.217011j, -1.170206+0.807217j, -1.377759+0.280656j, -1.301764-0.410103j, -1.059561-0.981117j, -0.515577-1.274667j, 0.166491-1.410465j, 0.715747-1.252618j, -1.177237+0.686637j, -1.442154+0.111770j, -1.286521-0.475883j, -0.910436-1.075309j, -0.426463-1.369259j, 0.249381-1.344271j, 0.873290-1.164184j, 1.225956-0.702104j, -1.397368-0.056467j, -1.295101-0.616416j, -0.819511-1.094410j, -0.248065-1.424806j, 0.327575-1.366838j, 0.946902-1.034473j, 1.334355-0.593663j, 1.383198+0.049798j, -1.205556-0.780020j, -0.782583-1.169282j, -0.111037-1.385790j, 0.492483-1.377314j, 0.984126-0.979788j, 1.389298-0.414869j, 1.431823+0.145145j, 1.150963+0.783104j, -0.665407-1.288783j, -0.045795-1.378327j, 0.641568-1.279568j, 1.098149-0.936839j, 1.358791-0.299525j, 1.430964+0.327891j, 1.129300+0.842044j, 0.578373+1.290379j, 0.059653-1.443594j, 0.702328-1.190543j, 1.215432-0.811531j, 1.390340-0.247759j, 1.338446+0.469089j, 1.086906+0.977590j, 0.493876+1.284943j, -0.158144+1.434328j, 0.770169-1.180384j, 1.248175-0.650016j, 1.468534-0.111979j, 1.280679+0.515927j, 0.944921+1.104205j, 0.428529+1.357046j, -0.270870+1.361057j, -0.851803+1.175676j, 
