1.327372+0.411601j, 0.980009+1.036178j, 0.523762+1.370092j, -0.153165+1.370376j, -0.799097+1.229995j, -1.163694+0.786145j, -1.392555+0.099574j, -1.369370-0.472570j, 0.891154+1.052054j, 0.336992+1.426395j, -0.225635+1.400952j, -0.873605+1.089381j, -1.290430+0.685260j, -1.370568+0.040425j, -1.278551-0.643200j, -0.924895-1.066516j, 0.198892+1.382290j, -0.401285+1.418958j, -0.906075+1.038301j, -1.346098+0.501367j, -1.430680-0.047009j, -1.178817-0.696943j, -0.797974-1.208405j, -0.215422-1.352163j, -0.566283+1.319868j, -1.024852+1.009458j, -1.319140+0.390029j, -1.437747-0.240723j, -1.150883-0.752154j, -0.626924-1.248266j, -0.091545-1.429926j, 0.543001-1.233562j, -1.163272+0.885280j, -1.360690+0.336333j, -1.347811-0.384749j, -1.123238-0.910625j, -0.549990-1.236120j, 0.097771-1.430413j, 0.630208-1.249525j, 1.151548-0.753088j, -1.442785+0.205841j, -1.295412-0.427861j, -0.984388-1.043485j, -0.496896-1.314385j, 0.216165-1.353023j, 0.801221-1.207946j, 1.171096-0.709813j, 1.425273-0.048421j, -1.320322-0.531244j, -0.861435-1.067263j, -0.338577-1.406142j, 0.264348-1.338635j, 0.923773-1.074295j, 1.282580-0.641146j, 1.366898+0.037849j, 1.293271+0.684986j, -0.819646-1.099515j, -0.159875-1.388406j, 0.398260-1.376860j, 0.942706-0.967421j, 1.371611-0.470369j, 1.393953+0.105995j, 1.171042+0.781229j, 0.798907+1.231160j, 
-0.165631+1.440750j, -0.744537+1.126495j, -1.263113+0.683015j, -1.410453+0.143368j, -1.265236-0.559505j, -0.996965-1.091762j, -0.416545-1.311389j, 0.298716-1.415757j, -0.849136+1.128617j, -1.257167+0.541307j, -1.471871-0.023717j, -1.242455-0.592071j, -0.819181-1.175989j, -0.325107-1.413559j, 0.359171-1.332931j, 0.968945-1.116907j, -1.273672+0.504766j, -1.402217-0.209605j, -1.256415-0.732489j, -0.722709-1.169343j, -0.134740-1.468738j, 0.418148-1.340028j, 1.032683-0.952859j, 1.381736-0.496789j, -1.337273-0.264721j, -1.149869-0.904187j, -0.692016-1.237714j, 0.019724-1.402048j, 0.597477-1.350754j, 1.047216-0.886353j, 1.418074-0.301425j, 1.401365+0.243674j, -1.007848-0.963122j, -0.573654-1.357941j, 0.064357-1.377738j, 0.757541-1.238545j, 1.152418-0.867844j, 1.360048-0.183743j, 1.393170+0.432783j, 1.021810+0.908134j, -0.375790-1.392128j, 0.165439-1.443260j, 0.795598-1.124130j, 1.281375-0.721021j, 1.373157-0.141450j, 1.281404+0.576278j, 0.994608+1.047547j, 0.352586+1.299434j, 0.359591-1.430019j, 0.842082-1.122027j, 1.298375-0.541854j, 1.456720-0.005422j, 1.204984+0.611175j, 0.834049+1.180354j, 0.303445+1.360560j, -0.416814+1.302927j, 1.010485-1.067912j, 1.273313-0.476649j, 1.434391+0.198926j, 1.225435+0.702295j, 0.688555+1.182736j, 0.146692+1.447115j, -0.460463+1.275939j, -1.080700+0.923935j, 
-1.138857+0.837092j, -1.374932+0.246580j, -1.341189-0.398353j, -1.042055-0.943832j, -0.508401-1.305321j, 0.122348-1.418548j, 0.718913-1.222618j, 1.192822-0.776612j, -1.396744+0.128352j, -1.298275-0.507044j, -0.947449-1.042735j, -0.403618-1.348724j, 0.241474-1.396017j, 0.834160-1.167771j, 1.253123-0.677660j, 1.437675-0.065676j, -1.264921-0.612805j, -0.844681-1.115051j, -0.278524-1.394263j, 0.356608-1.365307j, 0.934247-1.080186j, 1.310296-0.579691j, 1.417787+0.057121j, 1.267249+0.673639j, -0.762541-1.184140j, -0.151233-1.404271j, 0.476700-1.339319j, 1.010531-0.993920j, 1.357994-0.457760j, 1.412450+0.165497j, 1.193476+0.784875j, 0.750394+1.215882j, -0.032350-1.402519j, 0.597269-1.296780j, 1.089668-0.911677j, 1.384857-0.328425j, 1.401380+0.304022j, 1.117192+0.862057j, 0.627509+1.282403j, 0.012741+1.412335j, 0.703538-1.228747j, 1.174571-0.817873j, 1.402318-0.220092j, 1.366754+0.422747j, 1.053523+0.958374j, 0.511856+1.318318j, -0.112354+1.413219j, -0.710811+1.206457j, 1.246497-0.697735j, 1.429266-0.102006j, 1.312756+0.533457j, 0.966002+1.062696j, 0.397647+1.354634j, -0.242816+1.396596j, -0.828686+1.145078j, -1.235410+0.650711j, 1.438085+0.029045j, 1.270287+0.637969j, 0.853254+1.141413j, 0.284257+1.392827j, -0.352328+1.355139j, -0.921537+1.058808j, -1.289799+0.552366j, -1.398016-0.089422j, 
-1.341927-0.141431j, -1.048487-0.927802j, -0.752748-1.293349j, -0.016130-1.277118j, 0.710064-1.324120j, 1.004222-0.946415j, 1.352152-0.178130j, 1.496042+0.316198j, -0.965946-0.837685j, -0.479625-1.405321j, -0.021257-1.392975j, 0.757642-1.096238j, 1.255953-0.864097j, 1.278463-0.214825j, 1.356676+0.581622j, 1.122611+0.935368j, -0.300544-1.284210j, 0.231028-1.506518j, 0.698776-1.096786j, 1.325296-0.584848j, 1.455105-0.172528j, 1.176445+0.579312j, 0.975633+1.199973j, 0.437367+1.291783j, 0.467088-1.343070j, 0.875175-1.185022j, 1.199999-0.479800j, 1.525603+0.119218j, 1.247374+0.557770j, 0.717566+1.205569j, 0.332300+1.493076j, -0.352203+1.252692j, 1.120254-1.010686j, 1.265818-0.539924j, 1.344036+0.297183j, 1.307657+0.799493j, 0.682158+1.109165j, 0.031525+1.505215j, -0.397566+1.376655j, -1.041916+0.850553j, 1.477845-0.388228j, 1.280988+0.244777j, 1.093754+1.013930j, 0.740600+1.255792j, -0.085904+1.328669j, -0.679647+1.390563j, -0.997230+0.884204j, -1.430442+0.184584j, 1.426135+0.335747j, 0.914060+0.954726j, 0.527117+1.457774j, -0.029452+1.352104j, -0.842791+1.155920j, -1.209031+0.902197j, -1.286270+0.140211j, -1.413962-0.545491j, 0.985288+0.953328j, 0.266221+1.391164j, -0.186078+1.516439j, -0.765188+1.047798j, -1.370446+0.647755j, -1.389517+0.173514j, -1.193649-0.646144j, -1.009079-1.136373j, 
-0.985829-1.110511j, 0.032016-1.231475j, 0.567969-1.568921j, 0.757886-0.955547j, 1.459068-0.194159j, 1.541196+0.019759j, 0.903727+0.748362j, 0.722024+1.486301j, -0.213312-1.242312j, 0.834021-1.174004j, 1.090594-1.131200j, 1.134022-0.197285j, 1.553049+0.506694j, 1.155456+0.658453j, 0.317349+1.317001j, 0.066748+1.635333j, 0.586677-0.988303j, 1.422200-0.761294j, 1.299628-0.419637j, 1.139839+0.630345j, 1.230196+1.090561j, 0.443677+1.087891j, -0.412941+1.514699j, -0.582331+1.356915j, 1.192239-0.422330j, 1.648533-0.135653j, 1.118052+0.373337j, 0.790235+1.307774j, 0.588366+1.379904j, -0.395138+1.146590j, -1.064189+1.300743j, -1.044951+0.706607j, 1.458294+0.318923j, 1.430903+0.526979j, 0.576889+1.033468j, 0.186379+1.652663j, -0.182549+1.270089j, -1.143023+0.850087j, -1.436425+0.743005j, -1.169715-0.118841j, 1.304197+0.999830j, 0.841955+1.001329j, -0.161592+1.364411j, -0.470486+1.561362j, -0.860404+0.792941j, -1.593024+0.272471j, -1.422977+0.012044j, -0.922579-0.919422j, 0.793128+1.431426j, 0.026951+1.165244j, -0.895287+1.316432j, -0.994369+1.065559j, -1.273453+0.058287j, -1.634401-0.394476j, -1.012688-0.677101j, -0.370363-1.470099j, 0.089059+1.480569j, -0.786643+0.945632j, -1.434730+0.886250j, -1.212778+0.300818j, -1.296932-0.728198j, -1.248064-0.961586j, -0.303913-1.139370j, 0.301982-1.627037j, 
0.307000-1.602848j, 0.787687-0.870139j, 1.555262-0.444645j, 1.386255-0.153949j, 0.995284+0.831638j, 0.975017+1.324208j, 0.236256+1.143679j, -0.705854+1.369506j, 0.872248-1.160743j, 1.251591-0.180571j, 1.651718+0.220676j, 1.047585+0.577251j, 0.499758+1.415272j, 0.300593+1.476307j, -0.600558+1.029406j, -1.307119+1.024837j, 1.160257-0.414376j, 1.351208+0.600720j, 1.311542+0.817271j, 0.379868+1.103655j, -0.161502+1.631817j, -0.430948+1.218987j, -1.262165+0.568885j, -1.560430+0.405018j, 1.085881+0.432830j, 1.065302+1.240014j, 0.638021+1.161728j, -0.414143+1.278148j, -0.795741+1.417051j, -0.992132+0.603920j, -1.588090-0.089208j, -1.395159-0.301588j, 0.645183+1.132098j, 0.475455+1.566343j, -0.190294+1.147922j, -1.127709+1.064918j, -1.197201+0.828842j, -1.228271-0.204152j, -1.495556-0.756364j, -0.853264-0.886137j, -0.006762+1.524967j, -0.216089+1.469978j, -0.933816+0.758194j, -1.573001+0.542295j, -1.249027+0.041664j, -1.081693-0.986079j, -1.007624-1.224749j, -0.063220-1.182801j, -0.698785+1.492645j, -0.816996+0.976587j, -1.414655+0.108449j, -1.594228-0.127994j, -0.918135-0.732230j, -0.615627-1.523007j, -0.271561-1.354501j, 0.756212-1.106052j, -1.215777+1.069249j, -1.134285+0.204089j, -1.492073-0.611316j, -1.202177-0.750427j, -0.289393-1.271335j, 0.034966-1.675807j, 0.499090-1.090953j, 1.396799-0.688290j, 
1.373757-0.631009j, 1.365993-0.031604j, 1.242398+0.723966j, 0.947777+1.124476j, 0.240700+1.314933j, -0.412014+1.432418j, -0.833752+1.082629j, -1.306476+0.464188j, 1.485802+0.088775j, 1.133918+0.714784j, 0.753462+1.287586j, 0.241416+1.370244j, -0.536334+1.268127j, -1.032851+1.065736j, -1.245604+0.425075j, -1.434371-0.272541j, 1.184500+0.774841j, 0.567127+1.256088j, 0.065455+1.491399j, -0.528874+1.222828j, -1.168253+0.849328j, -1.365281+0.398374j, -1.282811-0.360638j, -1.150568-0.949361j, 0.555966+1.226416j, -0.167419+1.442290j, -0.645519+1.286351j, -1.121439+0.708511j, -1.471926+0.193325j, -1.297698-0.360399j, -0.940711-1.051400j, -0.549151-1.366707j, -0.226908+1.309739j, -0.871168+1.206640j, -1.146407+0.722863j, -1.387631-0.013420j, -1.370816-0.531677j, -0.849916-1.007499j, -0.310038-1.442166j, 0.205226-1.382346j, -0.950394+1.012421j, -1.327364+0.646390j, -1.313554-0.035141j, -1.250962-0.751207j, -0.879860-1.089740j, -0.150149-1.356982j, 0.423242-1.445520j, 0.883759-1.015727j, -1.394943+0.408005j, -1.410358-0.091757j, -1.084736-0.793740j, -0.758988-1.286533j, -0.147402-1.337534j, 0.613451-1.306032j, 1.027603-1.037986j, 1.299205-0.351645j, -1.447079-0.326418j, -1.090237-0.785701j, -0.522766-1.315200j, -0.050153-1.464822j, 0.621861-1.179647j, 1.212562-0.881491j, 1.346641-0.360687j, 1.345438+0.428029j, 
1.257434+0.506631j, 0.838653+1.163116j, 0.433523+1.414479j, -0.301560+1.294296j, -0.958589+1.170514j, -1.198214+0.694314j, -1.387328-0.087552j, -1.365012-0.587416j, 0.746469+1.105214j, 0.183781+1.502264j, -0.310799+1.363321j, -1.009848+0.954915j, -1.383734+0.597861j, -1.310557-0.081579j, -1.216914-0.818144j, -0.844423-1.124999j, 0.010862+1.384118j, -0.537107+1.425526j, -0.957052+0.924570j, -1.430750+0.329490j, -1.423252-0.143419j, -1.043166-0.827513j, -0.707697-1.328476j, -0.104791-1.321057j, -0.743397+1.255388j, -1.102591+0.955589j, -1.313165+0.219430j, -1.453753-0.400523j, -1.064412-0.814701j, -0.458580-1.321849j, 0.001798-1.461051j, 0.650733-1.129835j, -1.300927+0.783569j, -1.347391+0.239213j, -1.280094-0.560713j, -1.075707-1.017001j, -0.399968-1.241686j, 0.278347-1.457347j, 0.706497-1.190078j, 1.230131-0.592142j, -1.498905+0.094535j, -1.202930-0.528100j, -0.872134-1.183151j, -0.405862-1.338464j, 0.389420-1.285721j, 0.943225-1.173173j, 1.182340-0.578902j, 1.445293+0.138799j, -1.278657-0.615541j, -0.692129-1.138169j, -0.213400-1.488375j, 0.359461-1.268600j, 1.068184-0.943476j, 1.343054-0.552338j, 1.304962+0.197099j, 1.265013+0.848560j, -0.715289-1.131881j, 0.029349-1.408007j, 0.503202-1.376570j, 1.008945-0.837113j, 1.460969-0.326214j, 1.364326+0.192222j, 1.049404+0.938057j, 0.726471+1.324834j, 
0.505867+1.311203j, -0.332037+1.313879j, -0.873979+1.266750j, -1.137627+0.665459j, -1.484112-0.045120j, -1.382874-0.473278j, -0.814266-1.051981j, -0.384970-1.489197j, -0.283009+1.293115j, -1.036829+1.033263j, -1.311002+0.681588j, -1.317114-0.110354j, -1.346003-0.754310j, -0.874187-1.043551j, -0.128949-1.412607j, 0.329289-1.451289j, -0.964595+0.893835j, -1.478827+0.442881j, -1.369079-0.074300j, -1.107621-0.862489j, -0.840141-1.260828j, -0.121975-1.289590j, 0.611215-1.367815j, 0.941899-1.026711j, -1.373779+0.207709j, -1.509593-0.272815j, -1.044513-0.794385j, -0.571423-1.386392j, -0.119573-1.417044j, 0.665546-1.152581j, 1.189142-0.948124j, 1.260881-0.320254j, -1.385817-0.541456j, -1.132614-0.904930j, -0.400969-1.264304j, 0.133343-1.525344j, 0.614965-1.167113j, 1.262909-0.670761j, 1.436471-0.261569j, 1.194166+0.475814j, -1.018453-1.163035j, -0.454537-1.259183j, 0.358134-1.372271j, 0.797678-1.252835j, 1.151741-0.578574j, 1.506912+0.025440j, 1.276506+0.471918j, 0.772341+1.143389j, -0.366498-1.457669j, 0.338004-1.245071j, 1.040885-1.083368j, 1.230827-0.636689j, 1.336766+0.194564j, 1.329945+0.712538j, 0.752723+1.053498j, 0.102687+1.472465j, 0.375496-1.357334j, 1.029825-0.854138j, 1.443312-0.485409j, 1.285952+0.145581j, 1.126028+0.920534j, 0.796714+1.200398j, -0.003071+1.316601j, -0.624887+1.410253j, 
-0.791834+1.131826j, -1.243470+0.730080j, -1.371870+0.118496j, -1.318805-0.568754j, -0.989986-1.042363j, -0.374550-1.346260j, 0.245210-1.443666j, 0.787216-1.156977j, -1.302421+0.565522j, -1.430444+0.011388j, -1.224778-0.644408j, -0.878804-1.166221j, -0.302137-1.375252j, 0.388181-1.373606j, 0.918012-1.125302j, 1.266999-0.560511j, -1.444585-0.164261j, -1.208762-0.713346j, -0.728798-1.217950j, -0.188947-1.449087j, 0.458737-1.307244j, 1.048506-1.007006j, 1.321516-0.491942j, 1.380902+0.210722j, -1.175597-0.853820j, -0.644334-1.230730j, -0.006136-1.457134j, 0.554147-1.324584j, 1.090996-0.880508j, 1.413536-0.353858j, 1.353542+0.260812j, 1.089668+0.899674j, -0.582770-1.311558j, 0.108952-1.397897j, 0.713077-1.279494j, 1.131578-0.819950j, 1.410257-0.190354j, 1.374952+0.392683j, 0.990758+0.955283j, 0.486828+1.342486j, 0.181178-1.393084j, 0.830026-1.161845j, 1.237162-0.745142j, 1.379019-0.084853j, 1.330932+0.558606j, 0.950784+1.013009j, 0.337273+1.350426j, -0.249399+1.408995j, 0.875867-1.080076j, 1.321871-0.595995j, 1.406331-0.014077j, 1.222060+0.659936j, 0.875398+1.143343j, 0.257268+1.342441j, -0.417971+1.361444j, -0.918638+1.079694j, 1.320715-0.460312j, 1.442909+0.144994j, 1.171034+0.713463j, 0.719560+1.223843j, 0.171047+1.398046j, -0.509198+1.272340j, -1.059145+0.976380j, -1.316253+0.424314j, 
-1.234880+0.085956j, -1.438302-0.596919j, -1.026461-0.853945j, -0.251243-1.353625j, 0.124617-1.548119j, 0.699100-1.042269j, 1.402175-0.668140j, 1.395520-0.270800j, -1.142273-0.708077j, -1.037935-1.164296j, -0.310937-1.210412j, 0.487364-1.449698j, 0.777820-1.214707j, 1.244026-0.434702j, 1.594359+0.003108j, 1.191904+0.491524j, -0.704784-1.317380j, -0.363567-1.410154j, 0.506010-1.189640j, 1.114832-1.136981j, 1.183371-0.546842j, 1.424531+0.318177j, 1.372771+0.669952j, 0.628167+1.088888j, -0.033746-1.583810j, 0.392161-1.252289j, 1.189722-0.798500j, 1.452876-0.518718j, 1.234495+0.262500j, 1.210174+1.009117j, 0.780951+1.140036j, -0.120207+1.350514j, 0.638489-1.424047j, 1.017647-0.729949j, 1.558933-0.162025j, 1.386467+0.217954j, 0.904249+0.999722j, 0.656084+1.443272j, -0.020429+1.256169j, -0.866090+1.222280j, 1.132521-0.877970j, 1.333175+0.012446j, 1.509249+0.531679j, 0.933782+0.867005j, 0.291094+1.468273j, -0.053072+1.474933j, -0.781598+0.988145j, -1.386929+0.743297j, 1.285468-0.109991j, 1.244894+0.785209j, 1.056998+1.078348j, 0.213546+1.250113j, -0.414044+1.513039j, -0.729573+1.099793j, -1.329040+0.411336j, -1.529908+0.060027j, 1.061198+0.671053j, 0.810732+1.356881j, 0.330313+1.312514j, -0.589869+1.238644j, -1.021740+1.171903j, -1.155068+0.426458j, -1.491842-0.310453j, -1.252559-0.628981j, 
-0.971637-0.879374j, -0.399242-1.397564j, 0.070957-1.423496j, 0.773258-1.076625j, 1.305221-0.761446j, 1.327065-0.176404j, 1.300800+0.619429j, 1.065051+1.026564j, -0.275447-1.278711j, 0.325827-1.469217j, 0.762263-1.097506j, 1.309001-0.518279j, 1.486971-0.066188j, 1.178680+0.599870j, 0.883127+1.230189j, 0.389042+1.348279j, 0.491901-1.289761j, 0.968242-1.122036j, 1.218396-0.465528j, 1.481152+0.213307j, 1.255977+0.644988j, 0.679785+1.200866j, 0.224013+1.509993j, -0.381683+1.271096j, 1.148368-0.924985j, 1.325505-0.482301j, 1.315170+0.315916j, 1.241248+0.881912j, 0.675849+1.157610j, -0.042403+1.471177j, -0.494073+1.378438j, -1.043174+0.822246j, 1.492702-0.283703j, 1.305867+0.290436j, 1.020823+1.027904j, 0.660258+1.318918j, -0.104167+1.324078j, -0.750886+1.319388j, -1.064496+0.867260j, -1.396543+0.131366j, 1.414569+0.432099j, 0.903969+0.977494j, 0.422898+1.456712j, -0.095085+1.388242j, -0.852388+1.105660j, -1.270255+0.816079j, -1.307292+0.117140j, -1.348039-0.614951j, 0.960561+1.026366j, 0.226164+1.369812j, -0.292868+1.496416j, -0.803067+1.050357j, -1.370033+0.562018j, -1.429100+0.095355j, -1.163400-0.652516j, -0.914003-1.198396j, 0.236001+1.312824j, -0.534608+1.375060j, -0.923236+1.123690j, -1.265333+0.416697j, -1.510667-0.149881j, -1.172613-0.633316j, -0.673461-1.240394j, -0.237759-1.450915j, 
0.246861-1.456037j, 0.641173-1.284290j, 1.143480-0.639105j, 1.519130-0.158273j, 1.254713+0.378851j, 0.889498+1.117909j, 0.535360+1.374869j, -0.239115+1.276159j, 0.927869-1.212365j, 1.132055-0.690134j, 1.405997+0.103946j, 1.376415+0.553340j, 0.778826+1.018186j, 0.255585+1.504086j, -0.215271+1.371748j, -0.964058+0.986745j, 1.355656-0.639717j, 1.268448+0.096006j, 1.251582+0.823761j, 0.861950+1.089765j, 0.067112+1.356353j, -0.447554+1.469662j, -0.888272+0.957844j, -1.438569+0.398485j, 1.396189+0.102008j, 1.020608+0.847765j, 0.747083+1.327560j, 0.110200+1.304474j, -0.689825+1.292337j, -1.036825+1.037916j, -1.302657+0.266660j, -1.513597-0.319128j, 1.036887+0.786915j, 0.457371+1.363171j, 0.036586+1.476918j, -0.673352+1.124119j, -1.271111+0.868812j, -1.325556+0.331399j, -1.322511-0.501620j, -1.180943-0.950736j, 0.378897+1.234549j, -0.261836+1.503476j, -0.663819+1.199552j, -1.256664+0.607194j, -1.523581+0.197116j, -1.215821-0.457054j, -0.970693-1.165421j, -0.540409-1.316161j, -0.412639+1.304540j, -0.918479+1.233170j, -1.160681+0.594219j, -1.500803-0.109134j, -1.345256-0.514052j, -0.766315-1.101549j, -0.340752-1.502572j, 0.239297-1.294763j, -1.094934+0.996922j, -1.320565+0.624336j, -1.318073-0.189705j, -1.324049-0.798810j, -0.802316-1.072538j, -0.059759-1.435406j, 0.380987-1.437998j, 0.928896-0.886327j, 
1.307147-0.507443j, 1.599979-0.374795j, 1.060522+0.370487j, 1.003726+1.288394j, 0.691352+1.193540j, -0.425426+1.211875j, -0.853202+1.432045j, -0.945994+0.642029j, 1.604093+0.169614j, 1.396824+0.322948j, 0.612642+1.081816j, 0.435167+1.623251j, -0.128098+1.153836j, -1.163440+0.998713j, -1.254854+0.871917j, -1.172034-0.178028j, 1.482306+0.823125j, 0.813420+0.879645j, -0.069183+1.482452j, -0.237820+1.528038j, -0.879128+0.750905j, -1.613898+0.485096j, -1.288656+0.093696j, -1.018504-0.979627j, 0.971877+1.260520j, -0.002146+1.125456j, -0.767646+1.472455j, -0.807680+1.034266j, -1.365315+0.065735j, -1.643685-0.178361j, -0.922519-0.669716j, -0.541676-1.540759j, 0.228731+1.329792j, -0.833557+1.004347j, -1.278931+1.064212j, -1.108444+0.254156j, -1.450060-0.674707j, -1.265022-0.771098j, -0.268269-1.214103j, 0.098177-1.710670j, -0.540285+1.020743j, -1.452113+0.559818j, -1.453228+0.392145j, -1.046315-0.592247j, -1.143120-1.270536j, -0.544676-1.120530j, 0.508710-1.389282j, 0.718115-1.440126j, -1.094575+0.381605j, -1.692523-0.079368j, -1.215659-0.355861j, -0.637790-1.282824j, -0.534031-1.547953j, 0.310685-1.104718j, 1.180607-1.173032j, 1.110973-0.801427j, -1.327673-0.410173j, -1.501554-0.706175j, -0.624697-0.957741j, -0.002039-1.644966j, 0.182506-1.407746j, 1.065489-0.735449j, 1.569332-0.642704j, 1.158039+0.015510j, 
1.138542+0.571370j, 1.148647+1.169807j, 0.520204+1.141961j, -0.410656+1.412608j, -0.678829+1.358914j, -1.082914+0.530339j, -1.609013+0.046284j, -1.255057-0.325713j, 0.742647+1.253464j, 0.527756+1.466858j, -0.311271+1.159982j, -1.077879+1.183863j, -1.112534+0.734371j, -1.330894-0.243145j, -1.453833-0.626392j, -0.716261-0.946911j, 0.108361+1.595362j, -0.212818+1.352168j, -1.045689+0.806287j, -1.468185+0.634344j, -1.186763-0.075945j, -1.191406-0.972138j, -0.921168-1.114925j, 0.043670-1.271575j, -0.569765+1.513904j, -0.852545+0.859030j, -1.494186+0.197020j, -1.467375-0.081284j, -0.896564-0.850390j, -0.702695-1.465800j, -0.151051-1.261416j, 0.825158-1.203473j, -1.081265+1.037604j, -1.210712+0.111176j, -1.532256-0.502957j, -1.052393-0.730502j, -0.302838-1.382076j, -0.028389-1.574978j, 0.641952-1.021789j, 1.410687-0.785876j, -1.275995+0.297750j, -1.191671-0.693859j, -1.155394-1.070299j, -0.342290-1.148414j, 0.407584-1.535592j, 0.637967-1.248342j, 1.244247-0.463541j, 1.631938-0.141066j, -1.079976-0.498536j, -0.799839-1.325184j, -0.486191-1.342629j, 0.485501-1.194891j, 1.031959-1.264322j, 1.094608-0.591520j, 1.486792+0.267538j, 1.421305+0.534660j, -0.538692-1.125397j, -0.174048-1.617940j, 0.299823-1.221251j, 1.196554-0.872432j, 1.391221-0.667391j, 1.210218+0.223951j, 1.325426+0.948145j, 0.841909+1.034173j, 
0.420314+1.348313j, -0.206313+1.372216j, -0.825510+1.134288j, -1.238847+0.682888j, -1.407163+0.046640j, -1.313253-0.581027j, -0.927677-1.075691j, -0.351333-1.381825j, -0.336167+1.367205j, -0.899948+1.052701j, -1.308994+0.562684j, -1.411730-0.050799j, -1.240192-0.681071j, -0.838164-1.168280j, -0.240203-1.395097j, 0.405640-1.373824j, -0.988383+0.990473j, -1.340516+0.431442j, -1.415385-0.178885j, -1.173182-0.771087j, -0.720195-1.237664j, -0.132264-1.428023j, 0.518956-1.326416j, 1.048227-0.982063j, -1.361757+0.331440j, -1.384893-0.324121j, -1.121632-0.875070j, -0.607220-1.278580j, 0.000932-1.442248j, 0.615181-1.280016j, 1.121413-0.875473j, 1.392461-0.318737j, -1.340575-0.431331j, -1.039803-0.995050j, -0.513395-1.328310j, 0.138079-1.423002j, 0.725511-1.238495j, 1.184948-0.766474j, 1.421727-0.174604j, 1.330273+0.439465j, -0.935529-1.070671j, -0.396337-1.376040j, 0.251033-1.394915j, 0.844085-1.162547j, 1.240167-0.683912j, 1.401414-0.041461j, 1.299201+0.574729j, 0.900125+1.062344j, -0.259522-1.414389j, 0.360628-1.382468j, 0.930004-1.068062j, 1.316741-0.564477j, 1.400380+0.059185j, 1.235664+0.688358j, 0.818582+1.143621j, 0.202031+1.370877j, 0.491570-1.352736j, 1.010217-0.992591j, 1.354973-0.436814j, 1.412613+0.174115j, 1.159597+0.778869j, 0.702669+1.225764j, 0.106006+1.385415j, -0.551514+1.296560j, 
-1.002766+1.207961j, -1.101414+0.796702j, -1.330004-0.139918j, -1.475218-0.565739j, -0.794120-0.912294j, -0.200026-1.531209j, 0.125958-1.427016j, 0.931003-0.916444j, -1.431638+0.679488j, -1.219512-0.003494j, -1.220339-0.885876j, -0.967630-1.088212j, -0.050265-1.272139j, 0.497284-1.528618j, 0.793765-1.003360j, 1.439061-0.329867j, -1.480350-0.033615j, -0.962862-0.782844j, -0.746513-1.411793j, -0.216652-1.275733j, 0.729491-1.233649j, 1.061608-1.131946j, 1.202812-0.289878j, 1.551068+0.378478j, -1.112154-0.699027j, -0.393297-1.337980j, -0.079459-1.567620j, 0.577036-1.084497j, 1.343367-0.840577j, 1.329057-0.440483j, 1.245272+0.519235j, 1.262560+1.002181j, -0.417432-1.140988j, 0.321713-1.518109j, 0.597883-1.290585j, 1.203799-0.542979j, 1.600035-0.194811j, 1.206561+0.351219j, 0.914402+1.202908j, 0.638294+1.345680j, 0.403066-1.220060j, 0.981049-1.285025j, 1.082282-0.665478j, 1.479512+0.171720j, 1.438849+0.489376j, 0.723822+1.016400j, 0.313237+1.573258j, -0.136567+1.304118j, 1.120046-0.926666j, 1.370274-0.713260j, 1.229738+0.138502j, 1.341266+0.877638j, 0.896791+1.015662j, 0.008235+1.378814j, -0.376232+1.527178j, -0.831134+0.880649j, 1.554393-0.348307j, 1.382061+0.038180j, 1.000362+0.914450j, 0.854377+1.359389j, 0.113592+1.219346j, -0.736702+1.342702j, -0.949081+1.073876j, -1.261696+0.182504j, 
-1.494953-0.176002j, -1.411786-0.459163j, -0.677420-1.033115j, -0.311942-1.577856j, 0.161973-1.257460j, 1.081279-0.938778j, 1.343664-0.761522j, 1.211534+0.104449j, -1.355072-0.861000j, -0.853620-0.980262j, 0.036896-1.390080j, 0.376319-1.510935j, 0.864936-0.831562j, 1.532449-0.379649j, 1.378982-0.021364j, 1.000388+0.889091j, -0.845155-1.328184j, -0.058650-1.192641j, 0.766095-1.348056j, 0.941183-1.044423j, 1.300558-0.129509j, 1.589817+0.313071j, 1.023700+0.712502j, 0.479111+1.446743j, -0.128831-1.421148j, 0.745549-1.021914j, 1.317744-0.926113j, 1.210476-0.290488j, 1.344820+0.638416j, 1.225448+0.900085j, 0.357485+1.193542j, -0.196969+1.620022j, 0.589689-1.109791j, 1.347249-0.523248j, 1.515023-0.266919j, 1.103069+0.522228j, 1.004325+1.273639j, 0.537660+1.239681j, -0.443026+1.323665j, -0.834726+1.367918j, 1.102305-0.469911j, 1.586902+0.159962j, 1.293430+0.459705j, 0.646490+1.201095j, 0.394650+1.561288j, -0.276087+1.192729j, -1.139862+1.063591j, -1.230766+0.754450j, 1.280480+0.337806j, 1.398505+0.813035j, 0.710596+1.015062j, -0.028876+1.536902j, -0.313237+1.449402j, -0.989837+0.789805j, -1.544931+0.508382j, -1.267023-0.035962j, 1.064103+1.062579j, 0.839584+1.245284j, -0.088230+1.248197j, -0.718212+1.458700j, -0.900444+0.936844j, -1.425014+0.122883j, -1.540704-0.185630j, -0.916749-0.781973j, 
